date,summoner_name,rank,lp,season_points,wins,losses
22/04/01,TG Trixter,129,70,0,10,7
22/04/01,RAD Raheen,129,70,0,11,8
22/04/01,TA Chookies,129,70,0,12,11
22/04/01,C9 Qit0ng,132,65,0,19,28
22/04/01,TSM Keaiduo,132,65,0,7,3
22/04/01,TA Dec0y,134,60,0,20,33
22/04/01,SN Saico,134,60,0,15,20
22/04/01,EG Soligo,134,60,0,25,40
22/04/01,DARE Enigma,134,60,0,9,7
22/04/01,R7 Slow,134,60,0,18,25
22/04/01,WC Crazy Goose,134,60,0,28,44
22/04/01,AK Pancake,140,55,0,16,25
22/04/01,Pobelter,140,55,0,29,50
22/04/01,CLG Poome,140,55,0,23,35
22/04/01,C9 k1ng,140,55,0,10,10
22/04/01,TSM Spica,140,55,0,8,5
22/04/01,DIG Spawn,140,55,0,9,12
22/04/01,EG Danny,140,55,0,9,7
22/04/01,Solo,140,55,0,8,5
22/04/01,AZE 5kid,148,50,0,12,14
22/04/01,100X Keel,148,50,0,26,43
22/04/01,BOG Inori,148,50,0,7,10
22/04/01,BOG B3nji,148,50,0,9,8
22/04/01,XTN Horus,148,50,0,8,6
22/04/01,GTC duoking,153,45,0,6,3
22/04/01,WIN Kenji,153,45,0,16,25
22/04/01,WC Jeremy,153,45,0,17,28
22/04/01,DNHA Svmmy,153,45,0,55,105
22/04/01,UCI Cinna,153,45,0,8,7
22/04/01,NOT Scoooped,153,45,0,6,3
22/04/01,MU Shady,153,45,0,8,8
22/04/01,DIG FakeGod,153,45,0,10,11
22/04/01,WIN FrostForest,153,45,0,7,6
22/04/01,DIG eXyu,153,45,0,12,16
22/04/01,XTN camilo,153,45,0,12,15
22/04/01,Doublelift,153,45,0,19,30
22/04/01,BAY Seranok,165,40,0,19,35
22/04/01,DIG Blue,165,40,0,7,6
22/04/01,INF Kz,165,40,0,15,24
22/04/01,DIG DARKWINGS,165,40,0,11,18
22/04/01,100 Gamsu,165,40,0,8,12
22/04/01,TSM Yursan,165,40,0,10,16
22/04/01,TSM Huni,165,40,0,5,3
22/04/01,DNHA Dinka,165,40,0,4,0
22/04/01,3P Zamudo,165,40,0,8,16
22/04/01,EST Acce,174,35,0,39,76
22/04/01,UCI Misterdot,174,35,0,5,7
22/04/01,100X Sniper,174,35,0,5,4
22/04/01,CLG Triple,174,35,0,7,8
22/04/01,R7 Daiky,174,35,0,9,18
22/04/01,WC 0 n a t,174,35,0,4,3
22/04/01,WC Toasty,174,35,0,4,1
22/04/01,GTC Vakin,174,35,0,8,10
22/04/01,MU APA,174,35,0,8,12
22/04/01,100X donbray,183,30,0,6,6
22/04/01,RAD Lightpulse,183,30,0,11,19
22/04/01,IMA shochi,183,30,0,6,6
22/04/01,TL Rhino,183,30,0,4,2
22/04/01,GG Violet,183,30,0,4,3
22/04/01,AK Skeeto,183,30,0,13,23
22/04/01,NOT Dragoon,189,25,0,4,3
22/04/01,WC Griffin,189,25,0,17,33
22/04/01,DARE BMFX,189,25,0,3,1
22/04/01,XTN Zerito,189,25,0,10,29
22/04/01,UCI dtro18,189,25,0,13,22
22/04/01,SN im baekho,189,25,0,8,11
22/04/01,NOT Jishuka,189,25,0,7,9
22/04/01,IMA Trevor,189,25,0,8,14
22/04/01,GG Akaadian,189,25,0,5,6
22/04/01,MUS Getback,198,20,0,4,6
22/04/01,BAY Bejjaniii,198,20,0,5,6
22/04/01,DARE Censored,198,20,0,3,6
22/04/01,UCI sahori,198,20,0,3,5
22/04/01,BAY Dragonmin,198,20,0,5,9
22/04/01,INF Jauny,198,20,0,6,9
22/04/01,Qit0ng,198,20,0,2,0
22/04/01,EGP Faisal,198,20,0,3,2
22/04/01,TG Qwacker,198,20,0,2,2
22/04/01,EGP Perry,207,15,0,5,10
22/04/01,IMA Meech,207,15,0,2,7
22/04/01,AK Zothve,207,15,0,27,59
22/04/01,UCI Berik,207,15,0,2,1
22/04/01,SN Firetheft,207,15,0,2,3
22/04/01,IMA animegirl,207,15,0,3,6
22/04/01,Goldenglue,207,15,0,5,8
22/04/01,AZE Aloned,207,15,0,11,19
22/04/01,DIG Eclipse,207,15,0,3,4
22/04/01,ISG seiya,207,15,0,3,5
22/04/01,ISG FIare,207,15,0,2,3
22/04/01,Sneaky,207,15,0,2,2
22/04/01,NR Pynt,207,15,0,3,5
22/04/01,TG Doxa,220,10,0,1,0
22/04/01,ISG Gavotto,220,10,0,2,2
22/04/01,RAD Bluster,220,10,0,1,1
22/04/01,GET Plugo,220,10,0,2,3
22/04/01,C9 Fudge,220,10,0,1,0
22/04/01,R7 Ceo,220,10,0,3,4
22/04/01,ISU DrewDozer,220,10,0,1,2
22/04/01,CIyde,220,10,0,7,22
22/04/01,3P Munchy,220,10,0,2,3
22/04/01,WC Rhino,220,10,0,1,0
22/04/01,BOG Tuesday,220,10,0,1,3
22/04/01,WC O n a t,220,10,0,2,5
22/04/01,BOG dshao,220,10,0,2,2
22/04/01,YU Wally,220,10,0,1,1
22/04/01,AnDa,220,10,0,1,0
22/04/01,EG SkyTec,235,5,0,15,37
22/04/01,DARE Blossoms,235,5,0,4,10
22/04/01,WIN Avano,235,5,0,3,7
22/04/01,RAD Crimson,235,5,0,1,1
22/04/01,3P Lunar2,235,5,0,1,1
22/04/01,BAY Braine,240,0,0,2,5
22/04/01,MUS Kind,240,0,0,3,6
22/04/01,TA Nemesis9,240,0,0,2,10
22/04/01,MU Azog,240,0,0,9,22
22/04/01,MU Odd Orange,240,0,0,2,12
22/04/01,DARE Snow2,240,0,0,0,4
22/04/01,TG Cozy,240,0,0,0,1
22/04/01,NOT Blazze,240,0,0,1,3
22/04/01,WIN Saint GRIMM,240,0,0,0,9
22/04/01,DARE Leemo,240,0,0,3,9
22/04/01,WIN Mordio,240,0,0,5,14
22/04/01,SN Pseudo,240,0,0,0,5
22/04/01,BAY SophistSage,240,0,0,1,2
22/04/01,WIN Vex,240,0,0,8,17
22/04/01,AZE Straight,240,0,0,4,8
22/04/01,EGP Daption,240,0,0,1,6
22/04/01,Mash,240,0,0,0,3
22/04/01,100X Mist,240,0,0,0,1
22/04/01,EGP LEO99,240,0,0,1,4
22/04/01,GET Fs,240,0,0,1,9
22/04/01,DIG Biofrost,240,0,0,2,6
22/04/01,TG Links,240,0,0,0,2
22/04/01,C9 Winsome,240,0,0,0,3
22/04/01,INF Brayaron,240,0,0,4,12
22/04/01,XTN Tyr,240,0,0,2,8
22/04/01,INF SolidSnake,240,0,0,1,11
22/04/01,GG Iconic,240,0,0,0,2
22/04/01,ISG Follow,240,0,0,3,7
22/04/01,MU Aizo,240,0,0,1,4
22/04/01,ISU Tempos,240,0,0,2,5
22/04/01,WC Rapid,240,0,0,1,8
22/04/01,Min,240,0,0,0,1
22/04/01,3P MikeYeung,240,0,0,0,3
22/04/01,GET Warangelus,240,0,0,2,10
22/04/01,ISU Yen,240,0,0,2,9
22/04/01,GTC SiddyWiddy,240,0,0,0,2
22/03/31,EG jojopyun,1,885,50,126,76
22/03/31,GG Olleh,2,800,40,114,69
22/03/31,EG Kaori,3,780,30,119,82
22/03/31,EG Srtty,4,740,30,109,70
22/03/31,C9 Zven,5,725,30,105,65
22/03/31,BOG RJS,6,650,20,130,130
22/03/31,EST Mia,7,635,20,100,73
22/03/31,TL Armao,8,630,20,98,70
22/03/31,FLY Kumo,9,625,20,115,107
22/03/31,CLG Dhokla,10,605,20,91,61
22/03/31,EG Tomio,11,590,10,105,92
22/03/31,DIG River,12,565,10,73,34
22/03/31,GG Tony Top,13,535,10,99,91
22/03/31,TL Yeon,14,490,10,72,46
22/03/31,ISG ADD,15,480,10,62,28
22/03/31,FLY Tomo,16,475,10,72,49
22/03/31,SN Ariendel,17,455,10,82,73
22/03/31,GG Lost,18,450,10,63,36
22/03/31,FLY Josedeodo,19,440,10,78,68
22/03/31,100 Kenvi,19,440,10,65,42
22/03/31,TL Hans sama,21,435,10,64,41
22/03/31,CLG Breezy,21,435,10,80,73
22/03/31,Lourlo,23,415,10,93,103
22/03/31,TSM Takeover,24,405,10,79,80
22/03/31,IMT Arrow,25,395,10,63,47
22/03/31,Smoothie,26,390,5,74,70
22/03/31,AZE Dimitry,26,390,5,62,48
22/03/31,TL CoreJJ,28,385,5,59,41
22/03/31,FLY Johnsun,29,380,5,55,34
22/03/31,GG Ablazeolive,29,380,5,66,56
22/03/31,100 Busio,31,375,5,62,52
22/03/31,TL Eyla,32,355,5,55,39
22/03/31,NOT Yukino,32,355,5,61,51
22/03/31,FLY Diamond,34,340,5,72,76
22/03/31,ISG Jelly,35,335,5,51,35
22/03/31,IMT Destiny,35,335,5,58,50
22/03/31,100 Abbedagge,35,335,5,50,33
22/03/31,GG Licorice,38,330,5,49,32
22/03/31,100 Tenacity,38,330,5,55,47
22/03/31,C9 Darshan,40,320,5,63,65
22/03/31,C9 Malice,41,310,5,48,34
22/03/31,MU Niles,42,305,5,55,50
22/03/31,FLY Philip,42,305,5,63,67
22/03/31,R7 Cepted,42,305,5,51,41
22/03/31,TL Santorin,45,300,5,46,35
22/03/31,GG Pridestalkr,46,295,5,74,89
22/03/31,100X Sword,47,290,5,57,61
22/03/31,Stunt,47,290,5,56,56
22/03/31,IMA Winston,49,280,5,71,88
22/03/31,XTN Keine,50,270,5,48,44
22/03/31,Gweiss,51,260,0,47,43
22/03/31,DIG Neo,51,260,0,34,16
22/03/31,EG Impact,53,255,0,46,41
22/03/31,CLG Jenkins,53,255,0,39,29
22/03/31,C9 Summit,53,255,0,36,23
22/03/31,UCI duong pro,56,250,0,46,46
22/03/31,IMT PowerOfEvil,56,250,0,35,21
22/03/31,TSM Shenyi,58,245,0,47,45
22/03/31,EST Bvoy,59,240,0,64,82
22/03/31,TL Bjergsen,59,240,0,38,29
22/03/31,R7 SoHwan,61,235,0,50,55
22/03/31,CLG Luger,61,235,0,49,52
22/03/31,EST Leza,61,235,0,40,33
22/03/31,CLG Palafox,64,230,0,51,60
22/03/31,100 Closer,64,230,0,36,26
22/03/31,TL Bwipo,64,230,0,40,34
22/03/31,100 JimieN,67,225,0,40,36
22/03/31,AK Luci,68,220,0,50,58
22/03/31,EG Vulcan,69,215,0,33,24
22/03/31,FLY toucouille,70,210,0,45,49
22/03/31,EGP Sketch,71,205,0,40,45
22/03/31,AZE Lonely,72,200,0,26,12
22/03/31,100X Insanity,73,195,0,40,43
22/03/31,FLY Spirax,73,195,0,36,33
22/03/31,AK CaD,73,195,0,31,26
22/03/31,IMT Pretty,76,190,0,43,48
22/03/31,C9 Isles,76,190,0,31,26
22/03/31,GG ry0ma,76,190,0,31,24
22/03/31,Svenskeren,76,190,0,30,22
22/03/31,IMT Revenge,80,185,0,40,44
22/03/31,C9 Blaber,80,185,0,25,13
22/03/31,100 huhi,82,180,0,42,50
22/03/31,TSM V1per,82,180,0,32,28
22/03/31,IMT Concept,82,180,0,42,49
22/03/31,TSM Instinct,85,175,0,50,65
22/03/31,IMT Xerxe,86,170,0,27,20
22/03/31,C9 Berserker,87,165,0,27,22
22/03/31,AK Hoglet,88,160,0,26,22
22/03/31,EG Inspired,88,160,0,29,26
22/03/31,Jensen,88,160,0,32,36
22/03/31,R7 Oddie,91,155,0,25,20
22/03/31,TL Haeri,91,155,0,37,49
22/03/31,EST Grell,93,150,0,36,42
22/03/31,CLG RoseThorn,94,145,0,22,15
22/03/31,FLY aphromoo,95,140,0,31,35
22/03/31,GG Stixxay,95,140,0,21,19
22/03/31,EST Lyg,95,140,0,45,66
22/03/31,WC Strompest,98,135,0,37,52
22/03/31,DIG JayJ,98,135,0,21,15
22/03/31,100 FBI,98,135,0,27,28
22/03/31,INF cody,101,130,0,27,29
22/03/31,IMT Joey,101,130,0,33,40
22/03/31,IMT Dardoch,103,125,0,20,15
22/03/31,C9 Copy,103,125,0,15,5
22/03/31,TL Bradley,105,120,0,37,51
22/03/31,TSM Tactical,105,120,0,20,16
22/03/31,IMT WildTurtle,107,115,0,22,21
22/03/31,100 Wixxi,108,110,0,21,22
22/03/31,CLG Contractz,108,110,0,13,4
22/03/31,NOT 5fire,108,110,0,17,12
22/03/31,100X Array,111,105,0,31,42
22/03/31,Keith,111,105,0,30,42
22/03/31,WC Minui,113,100,0,16,14
22/03/31,GET Bardito,114,95,0,20,23
22/03/31,GET Fix,114,95,0,38,59
22/03/31,3P Messages,114,95,0,14,11
22/03/31,IMT Chad,117,90,0,18,18
22/03/31,INF Ackerman,117,90,0,18,20
22/03/31,TA Nightstar,119,85,0,24,35
22/03/31,NOT Gryffinn,119,85,0,24,37
22/03/31,GG Chime,119,85,0,16,15
22/03/31,R7 Warangelus,122,80,0,35,54
22/03/31,TSM Hyper,122,80,0,11,7
22/03/31,XTN Archer,122,80,0,29,46
22/03/31,FLY Yuuji,122,80,0,28,40
22/03/31,CLG Prismal,122,80,0,21,26
22/03/31,UCI Kim Down,127,75,0,11,8
22/03/31,100 Ssumday,127,75,0,23,33
22/03/31,TG Trixter,129,70,0,10,7
22/03/31,RAD Raheen,129,70,0,11,8
22/03/31,TA Chookies,129,70,0,12,11
22/03/31,C9 Qit0ng,132,65,0,19,28
22/03/31,TSM Keaiduo,132,65,0,7,3
22/03/31,TA Dec0y,134,60,0,20,33
22/03/31,SN Saico,134,60,0,15,20
22/03/31,EG Soligo,134,60,0,25,40
22/03/31,DARE Enigma,134,60,0,9,7
22/03/31,R7 Slow,134,60,0,18,25
22/03/31,WC Crazy Goose,134,60,0,28,44
22/03/31,AK Pancake,140,55,0,16,25
22/03/31,Pobelter,140,55,0,29,50
22/03/31,CLG Poome,140,55,0,23,35
22/03/31,C9 k1ng,140,55,0,10,10
22/03/31,TSM Spica,140,55,0,8,5
22/03/31,DIG Spawn,140,55,0,9,12
22/03/31,EG Danny,140,55,0,9,7
22/03/31,Solo,140,55,0,8,5
22/03/31,AZE 5kid,148,50,0,12,14
22/03/31,100X Keel,148,50,0,26,43
22/03/31,BOG Inori,148,50,0,7,10
22/03/31,BOG B3nji,148,50,0,9,8
22/03/31,XTN Horus,148,50,0,8,6
22/03/31,GTC duoking,153,45,0,6,3
22/03/31,WIN Kenji,153,45,0,16,25
22/03/31,WC Jeremy,153,45,0,17,28
22/03/31,DNHA Svmmy,153,45,0,55,105
22/03/31,UCI Cinna,153,45,0,8,7
22/03/31,NOT Scoooped,153,45,0,6,3
22/03/31,MU Shady,153,45,0,8,8
22/03/31,DIG FakeGod,153,45,0,10,11
22/03/31,WIN FrostForest,153,45,0,7,6
22/03/31,DIG eXyu,153,45,0,12,16
22/03/31,XTN camilo,153,45,0,12,15
22/03/31,Doublelift,153,45,0,19,30
22/03/31,BAY Seranok,165,40,0,19,35
22/03/31,DIG Blue,165,40,0,7,6
22/03/31,INF Kz,165,40,0,15,24
22/03/31,DIG DARKWINGS,165,40,0,11,18
22/03/31,100 Gamsu,165,40,0,8,12
22/03/31,TSM Yursan,165,40,0,10,16
22/03/31,TSM Huni,165,40,0,5,3
22/03/31,DNHA Dinka,165,40,0,4,0
22/03/31,3P Zamudo,165,40,0,8,16
22/03/31,EST Acce,174,35,0,39,76
22/03/31,UCI Misterdot,174,35,0,5,7
22/03/31,100X Sniper,174,35,0,5,4
22/03/31,CLG Triple,174,35,0,7,8
22/03/31,R7 Daiky,174,35,0,9,18
22/03/31,WC 0 n a t,174,35,0,4,3
22/03/31,WC Toasty,174,35,0,4,1
22/03/31,GTC Vakin,174,35,0,8,10
22/03/31,MU APA,174,35,0,8,12
22/03/31,100X donbray,183,30,0,6,6
22/03/31,RAD Lightpulse,183,30,0,11,19
22/03/31,IMA shochi,183,30,0,6,6
22/03/31,TL Rhino,183,30,0,4,2
22/03/31,GG Violet,183,30,0,4,3
22/03/31,AK Skeeto,183,30,0,13,23
22/03/31,NOT Dragoon,189,25,0,4,3
22/03/31,WC Griffin,189,25,0,17,33
22/03/31,DARE BMFX,189,25,0,3,1
22/03/31,XTN Zerito,189,25,0,10,29
22/03/31,UCI dtro18,189,25,0,13,22
22/03/31,SN im baekho,189,25,0,8,11
22/03/31,NOT Jishuka,189,25,0,7,9
22/03/31,IMA Trevor,189,25,0,8,14
22/03/31,GG Akaadian,189,25,0,5,6
22/03/31,MUS Getback,198,20,0,4,6
22/03/31,BAY Bejjaniii,198,20,0,5,6
22/03/31,DARE Censored,198,20,0,3,6
22/03/31,UCI sahori,198,20,0,3,5
22/03/31,BAY Dragonmin,198,20,0,5,9
22/03/31,INF Jauny,198,20,0,6,9
22/03/31,Qit0ng,198,20,0,2,0
22/03/31,EGP Faisal,198,20,0,3,2
22/03/31,TG Qwacker,198,20,0,2,2
22/03/31,EGP Perry,207,15,0,5,10
22/03/31,IMA Meech,207,15,0,2,7
22/03/31,AK Zothve,207,15,0,27,59
22/03/31,UCI Berik,207,15,0,2,1
22/03/31,SN Firetheft,207,15,0,2,3
22/03/31,IMA animegirl,207,15,0,3,6
22/03/31,Goldenglue,207,15,0,5,8
22/03/31,AZE Aloned,207,15,0,11,19
22/03/31,DIG Eclipse,207,15,0,3,4
22/03/31,ISG seiya,207,15,0,3,5
22/03/31,ISG FIare,207,15,0,2,3
22/03/31,Sneaky,207,15,0,2,2
22/03/31,NR Pynt,207,15,0,3,5
22/03/31,TG Doxa,220,10,0,1,0
22/03/31,ISG Gavotto,220,10,0,2,2
22/03/31,RAD Bluster,220,10,0,1,1
22/03/31,GET Plugo,220,10,0,2,3
22/03/31,C9 Fudge,220,10,0,1,0
22/03/31,R7 Ceo,220,10,0,3,4
22/03/31,ISU DrewDozer,220,10,0,1,2
22/03/31,CIyde,220,10,0,7,22
22/03/31,3P Munchy,220,10,0,2,3
22/03/31,WC Rhino,220,10,0,1,0
22/03/31,BOG Tuesday,220,10,0,1,3
22/03/31,WC O n a t,220,10,0,2,5
22/03/31,BOG dshao,220,10,0,2,2
22/03/31,YU Wally,220,10,0,1,1
22/03/31,AnDa,220,10,0,1,0
22/03/31,EG SkyTec,235,5,0,15,37
22/03/31,DARE Blossoms,235,5,0,4,10
22/03/31,WIN Avano,235,5,0,3,7
22/03/31,RAD Crimson,235,5,0,1,1
22/03/31,3P Lunar2,235,5,0,1,1
22/03/31,BAY Braine,240,0,0,2,5
22/03/31,MUS Kind,240,0,0,3,6
22/03/31,TA Nemesis9,240,0,0,2,10
22/03/31,MU Azog,240,0,0,9,22
22/03/31,MU Odd Orange,240,0,0,2,12
22/03/31,DARE Snow2,240,0,0,0,4
22/03/31,TG Cozy,240,0,0,0,1
22/03/31,NOT Blazze,240,0,0,1,3
22/03/31,WIN Saint GRIMM,240,0,0,0,9
22/03/31,DARE Leemo,240,0,0,3,9
22/03/31,WIN Mordio,240,0,0,5,14
22/03/31,SN Pseudo,240,0,0,0,5
22/03/31,BAY SophistSage,240,0,0,1,2
22/03/31,WIN Vex,240,0,0,8,17
22/03/31,AZE Straight,240,0,0,4,8
22/03/31,EGP Daption,240,0,0,1,6
22/03/31,Mash,240,0,0,0,3
22/03/31,100X Mist,240,0,0,0,1
22/03/31,EGP LEO99,240,0,0,1,4
22/03/31,GET Fs,240,0,0,1,9
22/03/31,DIG Biofrost,240,0,0,2,6
22/03/31,TG Links,240,0,0,0,2
22/03/31,C9 Winsome,240,0,0,0,3
22/03/31,INF Brayaron,240,0,0,4,12
22/03/31,XTN Tyr,240,0,0,2,8
22/03/31,INF SolidSnake,240,0,0,1,11
22/03/31,GG Iconic,240,0,0,0,2
22/03/31,ISG Follow,240,0,0,3,7
22/03/31,MU Aizo,240,0,0,1,4
22/03/31,ISU Tempos,240,0,0,2,5
22/03/31,WC Rapid,240,0,0,1,8
22/03/31,Min,240,0,0,0,1
22/03/31,3P MikeYeung,240,0,0,0,3
22/03/31,GET Warangelus,240,0,0,2,10
22/03/31,ISU Yen,240,0,0,2,9
22/03/31,GTC SiddyWiddy,240,0,0,0,2
22/03/30,EG jojopyun,1,885,50,126,76
22/03/30,GG Olleh,2,800,40,114,69
22/03/30,EG Kaori,3,780,30,119,82
22/03/30,EG Srtty,4,740,30,109,70
22/03/30,C9 Zven,5,725,30,105,65
22/03/30,BOG RJS,6,650,20,130,130
22/03/30,EST Mia,7,635,20,100,73
22/03/30,TL Armao,8,630,20,98,70
22/03/30,FLY Kumo,9,625,20,115,107
22/03/30,CLG Dhokla,10,605,20,91,61
22/03/30,EG Tomio,11,590,10,105,92
22/03/30,DIG River,12,565,10,73,34
22/03/30,GG Tony Top,13,535,10,99,91
22/03/30,TL Yeon,14,490,10,72,46
22/03/30,ISG ADD,15,480,10,62,28
22/03/30,FLY Tomo,16,475,10,72,49
22/03/30,SN Ariendel,17,455,10,82,73
22/03/30,GG Lost,18,450,10,63,36
22/03/30,FLY Josedeodo,19,440,10,78,68
22/03/30,100 Kenvi,19,440,10,65,42
22/03/30,TL Hans sama,21,435,10,64,41
22/03/30,CLG Breezy,21,435,10,80,73
22/03/30,Lourlo,23,415,10,93,103
22/03/30,TSM Takeover,24,405,10,79,80
22/03/30,IMT Arrow,25,395,10,63,47
22/03/30,Smoothie,26,390,5,74,70
22/03/30,AZE Dimitry,26,390,5,62,48
22/03/30,TL CoreJJ,28,385,5,59,41
22/03/30,FLY Johnsun,29,380,5,55,34
22/03/30,GG Ablazeolive,29,380,5,66,56
22/03/30,100 Busio,31,375,5,62,52
22/03/30,TL Eyla,32,355,5,55,39
22/03/30,NOT Yukino,32,355,5,61,51
22/03/30,FLY Diamond,34,340,5,72,76
22/03/30,ISG Jelly,35,335,5,51,35
22/03/30,IMT Destiny,35,335,5,58,50
22/03/30,100 Abbedagge,35,335,5,50,33
22/03/30,GG Licorice,38,330,5,49,32
22/03/30,100 Tenacity,38,330,5,55,47
22/03/30,C9 Darshan,40,320,5,63,65
22/03/30,C9 Malice,41,310,5,48,34
22/03/30,MU Niles,42,305,5,55,50
22/03/30,FLY Philip,42,305,5,63,67
22/03/30,R7 Cepted,42,305,5,51,41
22/03/30,TL Santorin,45,300,5,46,35
22/03/30,GG Pridestalkr,46,295,5,74,89
22/03/30,100X Sword,47,290,5,57,61
22/03/30,Stunt,47,290,5,56,56
22/03/30,IMA Winston,49,280,5,71,88
22/03/30,XTN Keine,50,270,5,48,44
22/03/30,Gweiss,51,260,0,47,43
22/03/30,DIG Neo,51,260,0,34,16
22/03/30,EG Impact,53,255,0,46,41
22/03/30,CLG Jenkins,53,255,0,39,29
22/03/30,C9 Summit,53,255,0,36,23
22/03/30,UCI duong pro,56,250,0,46,46
22/03/30,IMT PowerOfEvil,56,250,0,35,21
22/03/30,TSM Shenyi,58,245,0,47,45
22/03/30,EST Bvoy,59,240,0,64,82
22/03/30,TL Bjergsen,59,240,0,38,29
22/03/30,R7 SoHwan,61,235,0,50,55
22/03/30,CLG Luger,61,235,0,49,52
22/03/30,EST Leza,61,235,0,40,33
22/03/30,CLG Palafox,64,230,0,51,60
22/03/30,100 Closer,64,230,0,36,26
22/03/30,TL Bwipo,64,230,0,40,34
22/03/30,100 JimieN,67,225,0,40,36
22/03/30,AK Luci,68,220,0,50,58
22/03/30,EG Vulcan,69,215,0,33,24
22/03/30,FLY toucouille,70,210,0,45,49
22/03/30,EGP Sketch,71,205,0,40,45
22/03/30,AZE Lonely,72,200,0,26,12
22/03/30,100X Insanity,73,195,0,40,43
22/03/30,FLY Spirax,73,195,0,36,33
22/03/30,AK CaD,73,195,0,31,26
22/03/30,IMT Pretty,76,190,0,43,48
22/03/30,C9 Isles,76,190,0,31,26
22/03/30,GG ry0ma,76,190,0,31,24
22/03/30,Svenskeren,76,190,0,30,22
22/03/30,IMT Revenge,80,185,0,40,44
22/03/30,C9 Blaber,80,185,0,25,13
22/03/30,100 huhi,82,180,0,42,50
22/03/30,TSM V1per,82,180,0,32,28
22/03/30,IMT Concept,82,180,0,42,49
22/03/30,TSM Instinct,85,175,0,50,65
22/03/30,IMT Xerxe,86,170,0,27,20
22/03/30,C9 Berserker,87,165,0,27,22
22/03/30,AK Hoglet,88,160,0,26,22
22/03/30,EG Inspired,88,160,0,29,26
22/03/30,Jensen,88,160,0,32,36
22/03/30,R7 Oddie,91,155,0,25,20
22/03/30,TL Haeri,91,155,0,37,49
22/03/30,EST Grell,93,150,0,36,42
22/03/30,CLG RoseThorn,94,145,0,22,15
22/03/30,FLY aphromoo,95,140,0,31,35
22/03/30,GG Stixxay,95,140,0,21,19
22/03/30,EST Lyg,95,140,0,45,66
22/03/30,WC Strompest,98,135,0,37,52
22/03/30,DIG JayJ,98,135,0,21,15
22/03/30,100 FBI,98,135,0,27,28
22/03/30,INF cody,101,130,0,27,29
22/03/30,IMT Joey,101,130,0,33,40
22/03/30,IMT Dardoch,103,125,0,20,15
22/03/30,C9 Copy,103,125,0,15,5
22/03/30,TL Bradley,105,120,0,37,51
22/03/30,TSM Tactical,105,120,0,20,16
22/03/30,IMT WildTurtle,107,115,0,22,21
22/03/30,100 Wixxi,108,110,0,21,22
22/03/30,CLG Contractz,108,110,0,13,4
22/03/30,NOT 5fire,108,110,0,17,12
22/03/30,100X Array,111,105,0,31,42
22/03/30,Keith,111,105,0,30,42
22/03/30,WC Minui,113,100,0,16,14
22/03/30,GET Bardito,114,95,0,20,23
22/03/30,GET Fix,114,95,0,38,59
22/03/30,3P Messages,114,95,0,14,11
22/03/30,IMT Chad,117,90,0,18,18
22/03/30,INF Ackerman,117,90,0,18,20
22/03/30,TA Nightstar,119,85,0,24,35
22/03/30,NOT Gryffinn,119,85,0,24,37
22/03/30,GG Chime,119,85,0,16,15
22/03/30,R7 Warangelus,122,80,0,35,54
22/03/30,TSM Hyper,122,80,0,11,7
22/03/30,XTN Archer,122,80,0,29,46
22/03/30,FLY Yuuji,122,80,0,28,40
22/03/30,CLG Prismal,122,80,0,21,26
22/03/30,UCI Kim Down,127,75,0,11,8
22/03/30,100 Ssumday,127,75,0,23,33
22/03/30,TG Trixter,129,70,0,10,7
22/03/30,RAD Raheen,129,70,0,11,8
22/03/30,TA Chookies,129,70,0,12,11
22/03/30,C9 Qit0ng,132,65,0,19,28
22/03/30,TSM Keaiduo,132,65,0,7,3
22/03/30,TA Dec0y,134,60,0,20,33
22/03/30,SN Saico,134,60,0,15,20
22/03/30,EG Soligo,134,60,0,25,40
22/03/30,DARE Enigma,134,60,0,9,7
22/03/30,R7 Slow,134,60,0,18,25
22/03/30,WC Crazy Goose,134,60,0,28,44
22/03/30,AK Pancake,140,55,0,16,25
22/03/30,Pobelter,140,55,0,29,50
22/03/30,CLG Poome,140,55,0,23,35
22/03/30,C9 k1ng,140,55,0,10,10
22/03/30,TSM Spica,140,55,0,8,5
22/03/30,DIG Spawn,140,55,0,9,12
22/03/30,EG Danny,140,55,0,9,7
22/03/30,Solo,140,55,0,8,5
22/03/30,AZE 5kid,148,50,0,12,14
22/03/30,100X Keel,148,50,0,26,43
22/03/30,BOG Inori,148,50,0,7,10
22/03/30,BOG B3nji,148,50,0,9,8
22/03/30,XTN Horus,148,50,0,8,6
22/03/30,GTC duoking,153,45,0,6,3
22/03/30,WIN Kenji,153,45,0,16,25
22/03/30,WC Jeremy,153,45,0,17,28
22/03/30,DNHA Svmmy,153,45,0,55,105
22/03/30,UCI Cinna,153,45,0,8,7
22/03/30,NOT Scoooped,153,45,0,6,3
22/03/30,MU Shady,153,45,0,8,8
22/03/30,DIG FakeGod,153,45,0,10,11
22/03/30,WIN FrostForest,153,45,0,7,6
22/03/30,DIG eXyu,153,45,0,12,16
22/03/30,XTN camilo,153,45,0,12,15
22/03/30,Doublelift,153,45,0,19,30
22/03/30,BAY Seranok,165,40,0,19,35
22/03/30,DIG Blue,165,40,0,7,6
22/03/30,INF Kz,165,40,0,15,24
22/03/30,DIG DARKWINGS,165,40,0,11,18
22/03/30,100 Gamsu,165,40,0,8,12
22/03/30,TSM Yursan,165,40,0,10,16
22/03/30,TSM Huni,165,40,0,5,3
